EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,Gender,HourlyRate,JobLevel,JobRole,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobCategory,Education_Text,EnvironmentSat_Text,JobInvolvement_Text,JobSatisfaction_Text,PerformanceRating_Text,RelationshipSat_Text,WorkLifeBalance_Text
1460,45,No,Travel_Rarely,1038,Research & Development,20,Medical,1,Male,95,3,Healthcare Representative,Divorced,10851,19863,2,Y,Yes,18,80,1,24,2,7,7,0,7,Tech,Bachelor,Medium,Low,Low,Excellent,Medium,Better
1464,31,Yes,Travel_Frequently,523,Research & Development,2,Life Sciences,1,Male,94,1,Laboratory Technician,Married,3722,21081,6,Y,Yes,13,80,1,7,2,2,2,2,2,Tech,Bachelor,Medium,High,Very High,Excellent,High,Bad
1471,44,No,Non-Travel,981,Research & Development,5,Life Sciences,1,Male,90,1,Laboratory Technician,Single,3162,7973,3,Y,No,14,80,0,7,5,5,2,0,3,Tech,Bachelor,High,Medium,High,Excellent,Very High,Better
1473,49,No,Travel_Rarely,1495,Research & Development,5,Technical Degree,1,Male,96,2,Healthcare Representative,Married,6651,21534,2,Y,No,14,80,1,20,0,3,2,1,2,Tech,Master,Low,High,High,Excellent,Medium,Good
1474,40,No,Travel_Rarely,896,Research & Development,2,Medical,1,Male,68,1,Research Scientist,Divorced,2345,8045,2,Y,No,14,80,1,8,3,3,1,1,2,Tech,Bachelor,High,High,High,Excellent,High,Bestß
1475,44,No,Travel_Rarely,1467,Research & Development,20,Life Sciences,1,Male,49,1,Research Scientist,Single,3420,21158,1,Y,No,13,80,0,6,3,5,2,1,3,Tech,Bachelor,Very High,High,Medium,Excellent,High,Good
1480,42,No,Travel_Frequently,748,Research & Development,9,Medical,1,Female,74,1,Laboratory Technician,Single,3673,16458,1,Y,No,13,80,0,12,3,12,9,5,8,Tech,College,Low,High,Very High,Excellent,High,Better
1482,30,No,Non-Travel,990,Research & Development,7,Technical Degree,1,Male,64,1,Research Scientist,Divorced,1274,7152,1,Y,No,13,80,2,1,2,1,0,0,0,Tech,Bachelor,High,High,High,Excellent,Medium,Good
1483,57,No,Travel_Rarely,405,Research & Development,1,Life Sciences,1,Male,93,2,Research Scientist,Married,4900,2721,0,Y,No,24,80,1,13,2,12,9,2,8,Tech,College,Medium,Very High,High,Outstandingß,Low,Good
1484,49,No,Travel_Rarely,1490,Research & Development,7,Life Sciences,1,Male,35,3,Healthcare Representative,Divorced,10466,20948,3,Y,No,14,80,2,29,3,8,7,0,7,Tech,Master,High,High,Medium,Excellent,Medium,Better
1494,24,Yes,Travel_Frequently,381,Research & Development,9,Medical,1,Male,89,1,Laboratory Technician,Single,3172,16998,2,Y,Yes,11,80,0,4,2,0,0,0,0,Tech,Bachelor,Medium,High,Low,Excellent,High,Good
1501,55,No,Travel_Rarely,1229,Research & Development,4,Life Sciences,1,Male,30,2,Healthcare Representative,Married,4035,16143,0,Y,Yes,16,80,0,4,2,3,2,1,2,Tech,Master,Very High,High,High,Excellent,Medium,Better
1502,33,No,Travel_Rarely,1099,Research & Development,4,Medical,1,Female,82,1,Laboratory Technician,Married,3838,8192,8,Y,No,11,80,0,8,5,5,4,0,2,Tech,Master,Low,Medium,Medium,Excellent,Very High,Better
1504,28,Yes,Travel_Frequently,289,Research & Development,2,Medical,1,Male,38,1,Laboratory Technician,Single,2561,5355,7,Y,No,11,80,0,8,2,0,0,0,0,Tech,College,High,Medium,Low,Excellent,High,Good
1506,28,No,Travel_Rarely,1423,Research & Development,1,Life Sciences,1,Male,72,1,Research Scientist,Divorced,1563,12530,1,Y,No,14,80,1,1,2,1,0,0,0,Tech,Bachelor,Low,Medium,High,Excellent,Very High,Bad
1509,49,No,Travel_Rarely,271,Research & Development,3,Medical,1,Female,43,2,Laboratory Technician,Married,4789,23070,4,Y,No,25,80,1,10,3,3,2,1,2,Tech,College,High,Medium,Low,Outstandingß,Low,Better
1513,29,No,Travel_Frequently,410,Research & Development,2,Life Sciences,1,Female,97,1,Laboratory Technician,Married,3180,4668,0,Y,No,13,80,3,4,3,3,2,0,2,Tech,Below College,Very High,High,Medium,Excellent,High,Better
1515,33,No,Travel_Rarely,516,Research & Development,8,Life Sciences,1,Male,69,2,Healthcare Representative,Single,6388,22049,2,Y,Yes,17,80,0,14,6,0,0,0,0,Tech,Doctor,Very High,High,High,Excellent,Low,Better
1522,29,Yes,Travel_Rarely,224,Research & Development,1,Technical Degree,1,Male,100,1,Research Scientist,Single,2362,7568,6,Y,No,13,80,0,11,2,9,7,0,7,Tech,Master,Low,Medium,Low,Excellent,High,Bad
1529,35,No,Travel_Rarely,1029,Research & Development,16,Life Sciences,1,Female,91,3,Healthcare Representative,Single,8606,21195,1,Y,No,19,80,0,11,3,11,8,3,3,Tech,Bachelor,Very High,Medium,Medium,Excellent,Very High,Bad
1533,23,No,Travel_Rarely,507,Research & Development,20,Life Sciences,1,Male,97,2,Laboratory Technician,Single,2272,24812,0,Y,No,14,80,0,5,2,4,3,1,2,Tech,Below College,Low,High,High,Excellent,Medium,Better
1534,40,Yes,Travel_Rarely,676,Research & Development,9,Life Sciences,1,Male,86,1,Laboratory Technician,Single,2018,21831,3,Y,No,14,80,0,15,3,5,4,1,0,Tech,Master,Very High,High,Low,Excellent,Medium,Bad
1537,31,Yes,Travel_Frequently,561,Research & Development,3,Life Sciences,1,Female,33,1,Research Scientist,Single,4084,4156,1,Y,No,12,80,0,7,2,7,2,7,7,Tech,Bachelor,Very High,High,High,Excellent,Low,Bad
1542,42,No,Travel_Rarely,1210,Research & Development,2,Medical,1,Male,68,1,Laboratory Technician,Married,4841,24052,4,Y,No,14,80,1,4,3,1,0,0,0,Tech,Bachelor,High,Medium,Medium,Excellent,Medium,Better
1543,37,No,Travel_Rarely,674,Research & Development,13,Medical,1,Male,47,2,Research Scientist,Married,4285,3031,1,Y,No,17,80,0,10,2,10,8,3,7,Tech,Bachelor,Low,High,Very High,Excellent,Low,Better
1544,29,No,Travel_Rarely,441,Research & Development,8,Other,1,Female,39,2,Healthcare Representative,Married,9715,7288,3,Y,No,13,80,1,9,3,7,7,0,7,Tech,Below College,High,Low,Low,Excellent,High,Better
1546,45,No,Travel_Rarely,950,Research & Development,28,Technical Degree,1,Male,97,1,Research Scientist,Married,2132,4585,4,Y,No,20,80,1,8,3,5,4,0,3,Tech,Bachelor,Very High,High,Very High,Outstandingß,Very High,Better
1547,42,No,Travel_Frequently,288,Research & Development,2,Life Sciences,1,Male,40,3,Healthcare Representative,Married,10124,18611,2,Y,Yes,14,80,1,24,3,20,8,13,9,Tech,Bachelor,Very High,High,Very High,Excellent,High,Bad
1549,33,No,Travel_Rarely,589,Research & Development,28,Life Sciences,1,Male,79,2,Laboratory Technician,Married,5207,22949,1,Y,Yes,12,80,1,15,3,15,14,5,7,Tech,Master,Medium,High,High,Excellent,Medium,Better
1551,24,No,Travel_Rarely,350,Research & Development,21,Technical Degree,1,Male,57,1,Laboratory Technician,Divorced,2296,10036,0,Y,No,14,80,3,2,3,1,1,0,0,Tech,College,High,Medium,Low,Excellent,Medium,Better
1552,40,No,Non-Travel,1142,Research & Development,8,Life Sciences,1,Male,72,2,Healthcare Representative,Divorced,4069,8841,3,Y,Yes,18,80,0,8,2,2,2,2,2,Tech,College,Very High,High,Very High,Excellent,High,Better
1553,45,No,Travel_Rarely,538,Research & Development,1,Technical Degree,1,Male,66,3,Healthcare Representative,Divorced,7441,20933,1,Y,No,12,80,3,10,4,10,8,7,7,Tech,Master,Low,High,Medium,Excellent,Low,Better
1555,32,No,Travel_Rarely,824,Research & Development,5,Life Sciences,1,Female,67,2,Research Scientist,Married,5878,15624,3,Y,No,12,80,1,12,2,7,1,2,5,Tech,College,Very High,Medium,Medium,Excellent,Low,Better
1558,29,No,Travel_Rarely,598,Research & Development,9,Life Sciences,1,Male,91,1,Research Scientist,Married,2451,22376,6,Y,No,18,80,2,5,2,1,0,0,0,Tech,Bachelor,High,Very High,High,Excellent,Low,Good
1564,35,No,Travel_Rarely,992,Research & Development,1,Medical,1,Male,68,1,Laboratory Technician,Single,2450,21731,1,Y,No,19,80,0,3,3,3,0,1,2,Tech,Bachelor,Very High,Medium,Low,Excellent,Medium,Better
1569,35,Yes,Travel_Rarely,104,Research & Development,2,Life Sciences,1,Female,69,1,Laboratory Technician,Divorced,2074,26619,1,Y,Yes,12,80,1,1,2,1,0,0,0,Tech,Bachelor,Low,High,Low,Excellent,Very High,Better
1574,32,No,Non-Travel,1200,Research & Development,1,Technical Degree,1,Male,62,2,Research Scientist,Married,4087,25174,4,Y,No,14,80,1,9,3,6,5,1,2,Tech,Master,Very High,High,Low,Excellent,Medium,Good
1576,48,No,Travel_Rarely,1108,Research & Development,15,Other,1,Female,65,1,Research Scientist,Married,2367,16530,8,Y,No,12,80,1,10,3,8,2,7,6,Tech,Master,High,High,Low,Excellent,Very High,Good
1577,34,No,Travel_Rarely,479,Research & Development,7,Medical,1,Male,35,1,Research Scientist,Single,2972,22061,1,Y,No,13,80,0,1,4,1,0,0,0,Tech,Master,Low,High,Very High,Excellent,High,Bad
1580,34,No,Travel_Rarely,1351,Research & Development,1,Life Sciences,1,Male,45,2,Research Scientist,Married,5484,13008,9,Y,No,17,80,1,9,3,2,2,2,1,Tech,Master,Medium,High,Very High,Excellent,Medium,Good
1581,26,No,Travel_Rarely,474,Research & Development,3,Life Sciences,1,Female,89,1,Research Scientist,Married,2061,11133,1,Y,No,21,80,0,1,5,1,0,0,0,Tech,Bachelor,Low,High,Very High,Outstandingß,Low,Better
1586,29,No,Travel_Rarely,1370,Research & Development,3,Medical,1,Male,87,1,Laboratory Technician,Single,4723,16213,1,Y,Yes,18,80,0,10,3,10,9,1,5,Tech,Below College,Medium,High,Low,Excellent,Very High,Better
1587,35,No,Travel_Rarely,670,Research & Development,10,Medical,1,Female,51,2,Healthcare Representative,Single,6142,4223,3,Y,Yes,16,80,0,10,4,5,2,0,4,Tech,Master,Low,High,High,Excellent,High,Better
1590,29,No,Travel_Frequently,995,Research & Development,2,Life Sciences,1,Male,87,2,Healthcare Representative,Divorced,8853,24483,1,Y,No,19,80,1,6,0,6,4,1,3,Tech,Below College,Low,High,Very High,Excellent,Very High,Bestß
1592,23,No,Travel_Rarely,977,Research & Development,10,Technical Degree,1,Male,45,1,Research Scientist,Married,2073,12826,2,Y,No,16,80,1,4,2,2,2,2,2,Tech,Bachelor,Very High,Very High,High,Excellent,Very High,Better
1594,36,No,Travel_Frequently,1302,Research & Development,6,Life Sciences,1,Male,80,2,Laboratory Technician,Married,5562,19711,3,Y,Yes,13,80,1,9,3,3,2,0,2,Tech,Master,Low,Very High,Low,Excellent,Very High,Better
1596,35,No,Travel_Rarely,750,Research & Development,28,Life Sciences,1,Male,46,2,Laboratory Technician,Married,3407,25348,1,Y,No,17,80,2,10,3,10,9,6,8,Tech,Bachelor,Medium,Very High,High,Excellent,Very High,Good
1597,34,No,Travel_Frequently,653,Research & Development,10,Technical Degree,1,Male,92,2,Healthcare Representative,Married,5063,15332,1,Y,No,14,80,1,8,3,8,2,7,7,Tech,Master,Very High,Medium,High,Excellent,Medium,Good
1599,43,No,Travel_Rarely,990,Research & Development,27,Technical Degree,1,Male,87,1,Laboratory Technician,Divorced,4876,5855,5,Y,No,12,80,1,8,0,6,4,0,2,Tech,Bachelor,Very High,Very High,Medium,Excellent,High,Better
1601,35,No,Travel_Rarely,1349,Research & Development,7,Life Sciences,1,Male,63,1,Laboratory Technician,Married,2690,7713,1,Y,No,18,80,1,1,5,1,0,0,1,Tech,College,High,Medium,Very High,Excellent,Very High,Good
1604,28,Yes,Travel_Rarely,329,Research & Development,24,Medical,1,Male,51,1,Laboratory Technician,Married,2408,7324,1,Y,Yes,17,80,3,1,3,1,1,0,0,Tech,Bachelor,High,High,Medium,Excellent,High,Better
1605,22,No,Non-Travel,457,Research & Development,26,Other,1,Female,85,1,Research Scientist,Married,2814,10293,1,Y,Yes,14,80,0,4,2,4,2,1,3,Tech,College,Medium,Medium,High,Excellent,Medium,Good
1606,50,No,Travel_Frequently,1234,Research & Development,20,Medical,1,Male,41,4,Healthcare Representative,Married,11245,20689,2,Y,Yes,15,80,1,32,3,30,8,12,13,Tech,Doctor,Medium,High,High,Excellent,High,Better
1607,32,No,Travel_Rarely,634,Research & Development,5,Other,1,Female,35,1,Research Scientist,Married,3312,18783,3,Y,No,17,80,2,6,3,3,2,0,2,Tech,Master,Medium,Very High,Very High,Excellent,Very High,Better
1609,30,No,Travel_Rarely,241,Research & Development,7,Medical,1,Male,48,1,Research Scientist,Married,2141,5348,1,Y,No,12,80,1,6,3,6,4,1,1,Tech,Bachelor,Medium,Medium,Medium,Excellent,Medium,Good
1611,45,No,Travel_Rarely,1015,Research & Development,5,Medical,1,Female,50,2,Laboratory Technician,Single,5769,23447,1,Y,Yes,14,80,0,10,3,10,7,1,4,Tech,Doctor,High,Low,Low,Excellent,Low,Better
1617,49,No,Travel_Rarely,722,Research & Development,25,Life Sciences,1,Female,84,1,Laboratory Technician,Married,3211,22102,1,Y,No,14,80,1,10,3,9,6,1,4,Tech,Master,High,High,Low,Excellent,Very High,Good
1619,27,No,Travel_Rarely,1302,Research & Development,19,Other,1,Male,67,1,Laboratory Technician,Divorced,4066,16290,1,Y,No,11,80,2,7,3,7,7,0,7,Tech,Bachelor,Very High,Medium,Low,Excellent,Low,Better
1621,35,No,Travel_Rarely,819,Research & Development,18,Life Sciences,1,Male,48,2,Research Scientist,Married,5208,26312,1,Y,No,11,80,0,16,2,16,15,1,10,Tech,Doctor,Medium,Very High,Low,Excellent,Very High,Better
1623,21,No,Travel_Rarely,546,Research & Development,5,Medical,1,Male,97,1,Research Scientist,Single,3117,26009,1,Y,No,18,80,0,3,2,2,2,2,2,Tech,Below College,High,High,Very High,Excellent,High,Better
1627,39,No,Travel_Rarely,170,Research & Development,3,Medical,1,Male,76,2,Laboratory Technician,Divorced,3069,10302,0,Y,No,15,80,1,11,3,10,8,0,7,Tech,College,High,Medium,High,Excellent,Very High,Better
1630,35,No,Non-Travel,208,Research & Development,8,Life Sciences,1,Female,52,2,Healthcare Representative,Married,4148,12250,1,Y,No,12,80,1,15,5,14,11,2,9,Tech,Master,High,High,High,Excellent,Very High,Better
1640,37,No,Travel_Rarely,1470,Research & Development,10,Medical,1,Female,71,1,Research Scientist,Married,3936,9953,1,Y,No,11,80,1,8,2,8,4,7,7,Tech,Bachelor,Medium,High,Medium,Excellent,Low,Bad
1646,24,No,Travel_Frequently,567,Research & Development,2,Technical Degree,1,Female,32,1,Research Scientist,Single,3760,17218,1,Y,Yes,13,80,0,6,2,6,3,1,3,Tech,Below College,Low,High,Very High,Excellent,High,Better
1647,27,No,Travel_Rarely,486,Research & Development,8,Medical,1,Female,86,1,Research Scientist,Married,3517,22490,7,Y,No,17,80,0,5,0,3,2,0,2,Tech,Bachelor,Medium,Very High,High,Excellent,Low,Better
1648,27,No,Travel_Frequently,591,Research & Development,2,Medical,1,Male,87,1,Research Scientist,Single,2580,6297,2,Y,No,13,80,0,6,0,4,2,1,2,Tech,Bachelor,Very High,High,Very High,Excellent,High,Good
1649,40,Yes,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,Male,73,1,Laboratory Technician,Single,2166,3339,3,Y,Yes,14,80,0,10,3,4,2,0,3,Tech,Bachelor,Low,High,Low,Excellent,Medium,Bad
1651,36,No,Travel_Rarely,711,Research & Development,5,Life Sciences,1,Female,42,3,Healthcare Representative,Married,8008,22792,4,Y,No,12,80,2,9,6,3,2,0,2,Tech,Master,Medium,High,Low,Excellent,High,Better
1658,34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,1,Female,66,2,Research Scientist,Divorced,5433,19332,1,Y,No,12,80,1,11,2,11,8,7,9,Tech,Bachelor,Very High,High,Medium,Excellent,High,Better
1659,36,No,Travel_Rarely,311,Research & Development,7,Life Sciences,1,Male,77,1,Laboratory Technician,Single,2013,10950,2,Y,No,11,80,0,15,4,4,3,1,3,Tech,Bachelor,Low,High,Medium,Excellent,High,Better
1661,49,No,Travel_Rarely,465,Research & Development,6,Life Sciences,1,Female,41,4,Healthcare Representative,Married,13966,11652,2,Y,Yes,19,80,1,30,3,15,11,2,12,Tech,Below College,High,Medium,High,Excellent,Medium,Better
1664,36,No,Travel_Rarely,1040,Research & Development,3,Life Sciences,1,Male,79,2,Healthcare Representative,Divorced,6842,26308,6,Y,No,20,80,1,13,3,5,4,0,4,Tech,College,Very High,Very High,Low,Outstandingß,Low,Better
1668,38,No,Travel_Frequently,1189,Research & Development,1,Life Sciences,1,Male,90,2,Research Scientist,Married,4735,9867,7,Y,No,15,80,2,19,4,13,11,2,9,Tech,Bachelor,Very High,High,Very High,Excellent,Very High,Bestß
1671,32,No,Travel_Rarely,977,Research & Development,2,Medical,1,Male,45,2,Research Scientist,Divorced,5470,25518,0,Y,No,13,80,2,10,4,9,5,1,6,Tech,Bachelor,Very High,High,Medium,Excellent,High,Good
1674,49,No,Travel_Rarely,464,Research & Development,16,Medical,1,Female,74,1,Laboratory Technician,Divorced,2587,24941,4,Y,Yes,16,80,1,17,2,2,2,2,2,Tech,Bachelor,Very High,High,Low,Excellent,Medium,Good
1675,38,No,Travel_Frequently,148,Research & Development,2,Medical,1,Female,42,1,Laboratory Technician,Single,2440,23826,1,Y,No,22,80,0,4,3,4,3,3,3,Tech,Bachelor,Very High,Medium,Medium,Outstandingß,Medium,Better
1682,36,No,Travel_Rarely,1351,Research & Development,26,Life Sciences,1,Male,80,2,Healthcare Representative,Married,5347,7419,6,Y,No,14,80,2,10,2,3,2,0,2,Tech,Master,Low,High,High,Excellent,Medium,Good
1684,23,Yes,Travel_Rarely,1320,Research & Development,8,Medical,1,Male,93,1,Laboratory Technician,Single,3989,20586,1,Y,Yes,11,80,0,5,2,5,4,1,2,Tech,Below College,Very High,Medium,High,Excellent,Low,Better
1687,38,No,Travel_Rarely,1495,Research & Development,4,Medical,1,Female,87,1,Laboratory Technician,Married,3306,26176,7,Y,No,19,80,1,7,5,0,0,0,0,Tech,College,Very High,High,High,Excellent,Very High,Good
1689,53,No,Travel_Rarely,1395,Research & Development,24,Medical,1,Male,48,3,Healthcare Representative,Married,7005,3458,3,Y,No,15,80,0,11,2,4,3,1,2,Tech,Master,Medium,Very High,Very High,Excellent,High,Better
1692,32,Yes,Travel_Rarely,1259,Research & Development,2,Life Sciences,1,Male,95,1,Laboratory Technician,Single,1393,24852,1,Y,No,12,80,0,1,2,1,0,0,0,Tech,Master,Very High,High,Medium,Excellent,Low,Better
1693,26,No,Non-Travel,786,Research & Development,7,Medical,1,Male,76,1,Laboratory Technician,Single,2570,11925,1,Y,No,20,80,0,7,5,7,7,5,7,Tech,Bachelor,Very High,High,Very High,Outstandingß,High,Better
1694,55,No,Travel_Rarely,1441,Research & Development,22,Technical Degree,1,Male,94,1,Research Scientist,Divorced,3537,23737,5,Y,No,12,80,1,8,1,4,2,1,2,Tech,Bachelor,Low,Medium,Medium,Excellent,Very High,Better
1696,34,No,Travel_Rarely,1157,Research & Development,5,Medical,1,Male,57,2,Laboratory Technician,Married,3986,11912,1,Y,No,14,80,1,15,3,15,10,4,13,Tech,College,Medium,Medium,Very High,Excellent,High,Bestß
1697,60,No,Travel_Rarely,370,Research & Development,1,Medical,1,Male,92,3,Healthcare Representative,Divorced,10883,20467,3,Y,No,20,80,1,19,2,1,0,0,0,Tech,Master,High,Low,Very High,Outstandingß,High,Bestß
1698,33,No,Travel_Rarely,267,Research & Development,21,Medical,1,Male,79,1,Laboratory Technician,Married,2028,13637,1,Y,No,18,80,3,14,6,14,11,2,13,Tech,Bachelor,Medium,Very High,Medium,Excellent,Very High,Better
1701,34,No,Travel_Rarely,678,Research & Development,19,Life Sciences,1,Female,35,1,Research Scientist,Married,2929,20338,1,Y,No,12,80,0,10,3,10,9,8,7,Tech,Bachelor,Medium,Medium,Very High,Excellent,Medium,Better
1703,44,No,Travel_Rarely,921,Research & Development,2,Life Sciences,1,Female,96,3,Healthcare Representative,Married,7879,14810,1,Y,Yes,19,80,1,9,2,8,7,6,7,Tech,Bachelor,High,Very High,Very High,Excellent,Medium,Better
1704,35,No,Travel_Frequently,146,Research & Development,2,Medical,1,Male,79,1,Research Scientist,Single,4930,13970,0,Y,Yes,14,80,0,6,2,5,4,1,4,Tech,Master,Low,Medium,Very High,Excellent,High,Bestß
1707,24,No,Travel_Rarely,581,Research & Development,9,Medical,1,Male,62,1,Research Scientist,Married,4401,17616,1,Y,No,16,80,1,5,1,5,3,0,4,Tech,Bachelor,High,Very High,High,Excellent,Very High,Better
1709,29,No,Travel_Rarely,1082,Research & Development,9,Medical,1,Female,43,1,Laboratory Technician,Married,2974,25412,9,Y,No,17,80,1,9,2,5,3,1,2,Tech,Master,Very High,High,High,Excellent,High,Better
1712,45,No,Non-Travel,1238,Research & Development,1,Life Sciences,1,Male,74,3,Healthcare Representative,Married,10748,3395,3,Y,No,23,80,1,25,3,23,15,14,4,Tech,Below College,High,Medium,High,Outstandingß,Very High,Good
1718,26,No,Travel_Rarely,390,Research & Development,17,Medical,1,Male,62,1,Laboratory Technician,Married,2305,6217,1,Y,No,15,80,3,3,3,3,2,0,2,Tech,Master,Very High,Low,High,Excellent,High,Bestß
1720,32,No,Travel_Frequently,585,Research & Development,10,Life Sciences,1,Male,56,1,Research Scientist,Married,3433,17360,6,Y,No,13,80,1,10,3,5,2,1,3,Tech,Bachelor,Low,High,High,Excellent,Low,Good
1721,31,No,Travel_Rarely,741,Research & Development,2,Life Sciences,1,Male,69,1,Laboratory Technician,Married,3477,18103,1,Y,No,14,80,1,6,2,5,2,0,3,Tech,Master,Medium,High,High,Excellent,Very High,Bestß
1725,24,No,Travel_Rarely,506,Research & Development,29,Medical,1,Male,91,1,Laboratory Technician,Divorced,3907,3622,1,Y,No,13,80,3,6,2,6,2,1,2,Tech,Below College,Medium,High,Low,Excellent,Medium,Bestß
1727,46,No,Travel_Rarely,717,Research & Development,13,Life Sciences,1,Male,34,2,Healthcare Representative,Single,5562,9697,6,Y,No,14,80,0,19,3,10,7,0,9,Tech,Master,High,High,Medium,Excellent,Very High,Better
1729,30,No,Travel_Rarely,793,Research & Development,16,Life Sciences,1,Male,33,1,Research Scientist,Married,2862,3811,1,Y,No,12,80,1,10,2,10,0,0,8,Tech,Below College,Medium,High,Very High,Excellent,Medium,Good
1735,23,No,Travel_Rarely,160,Research & Development,4,Medical,1,Female,51,1,Laboratory Technician,Single,3295,12862,1,Y,No,13,80,0,3,3,3,2,1,2,Tech,Below College,High,High,Medium,Excellent,High,Bad
1737,39,No,Non-Travel,792,Research & Development,1,Life Sciences,1,Male,77,2,Laboratory Technician,Married,6472,8989,1,Y,Yes,15,80,1,9,2,9,8,5,8,Tech,Bachelor,Very High,High,Very High,Excellent,Very High,Better
1745,30,No,Travel_Frequently,1312,Research & Development,2,Technical Degree,1,Female,78,1,Research Scientist,Single,4968,26427,0,Y,No,16,80,0,10,2,9,7,0,7,Tech,Master,Very High,Medium,Low,Excellent,Very High,Better
1751,27,No,Travel_Rarely,1054,Research & Development,8,Medical,1,Female,67,1,Research Scientist,Single,3445,6152,1,Y,No,11,80,0,6,5,6,2,1,4,Tech,Bachelor,High,High,Very High,Excellent,High,Good
1753,29,No,Travel_Frequently,461,Research & Development,1,Life Sciences,1,Male,70,2,Healthcare Representative,Single,6294,23060,8,Y,Yes,12,80,0,10,5,3,2,0,2,Tech,Bachelor,Very High,Very High,High,Excellent,Very High,Bestß
1755,34,No,Travel_Rarely,181,Research & Development,2,Medical,1,Male,97,1,Research Scientist,Married,2932,5586,0,Y,Yes,14,80,3,6,3,5,0,1,2,Tech,Master,Very High,Very High,Very High,Excellent,Low,Better
1760,38,No,Travel_Frequently,594,Research & Development,2,Medical,1,Female,75,1,Laboratory Technician,Married,2468,15963,4,Y,No,14,80,1,9,4,6,1,0,5,Tech,College,High,Medium,Medium,Excellent,Medium,Good
1762,29,No,Travel_Rarely,590,Research & Development,4,Technical Degree,1,Female,91,1,Research Scientist,Divorced,2109,10007,1,Y,No,13,80,1,1,2,1,0,0,0,Tech,Bachelor,Very High,Medium,Low,Excellent,High,Better
1763,30,No,Travel_Rarely,305,Research & Development,16,Life Sciences,1,Male,58,2,Healthcare Representative,Married,5294,9128,3,Y,No,16,80,1,10,3,7,0,1,7,Tech,Bachelor,High,Very High,High,Excellent,High,Better
1764,32,No,Non-Travel,953,Research & Development,5,Technical Degree,1,Male,65,1,Research Scientist,Single,2718,17674,2,Y,No,14,80,0,12,3,7,7,0,7,Tech,Master,Medium,High,Medium,Excellent,Medium,Better
1766,38,No,Travel_Rarely,833,Research & Development,18,Medical,1,Male,60,2,Healthcare Representative,Married,5811,24539,3,Y,Yes,16,80,1,15,2,1,0,1,0,Tech,Bachelor,Medium,Low,Very High,Excellent,High,Better
1767,43,Yes,Travel_Frequently,807,Research & Development,17,Technical Degree,1,Male,38,1,Research Scientist,Married,2437,15587,9,Y,Yes,16,80,1,6,4,1,0,0,0,Tech,Bachelor,High,Medium,High,Excellent,Very High,Better
1768,42,No,Travel_Rarely,855,Research & Development,12,Medical,1,Male,57,1,Laboratory Technician,Divorced,2766,8952,8,Y,No,22,80,3,7,6,5,3,0,4,Tech,Bachelor,Medium,High,Medium,Outstandingß,Medium,Good
1771,33,No,Non-Travel,775,Research & Development,4,Technical Degree,1,Male,90,2,Research Scientist,Divorced,3055,6194,5,Y,No,15,80,2,11,2,9,8,1,7,Tech,Bachelor,Very High,High,Medium,Excellent,Very High,Good
1772,41,No,Travel_Rarely,548,Research & Development,9,Life Sciences,1,Male,94,1,Laboratory Technician,Divorced,2289,20520,1,Y,No,20,80,2,5,2,5,3,0,4,Tech,Master,High,High,Low,Outstandingß,Medium,Better
1782,38,No,Travel_Rarely,1153,Research & Development,6,Other,1,Female,40,1,Laboratory Technician,Married,3702,16376,1,Y,No,11,80,1,5,3,5,4,0,4,Tech,College,Very High,Medium,High,Excellent,Medium,Better
1783,22,Yes,Travel_Rarely,1294,Research & Development,8,Medical,1,Female,79,1,Laboratory Technician,Married,2398,15999,1,Y,Yes,17,80,0,1,6,1,0,0,0,Tech,Below College,High,High,Low,Excellent,High,Better
1790,36,No,Travel_Rarely,1383,Research & Development,10,Life Sciences,1,Male,90,3,Healthcare Representative,Married,8321,25949,7,Y,Yes,13,80,1,15,1,12,8,5,7,Tech,Bachelor,Very High,High,Low,Excellent,Very High,Better
1792,44,Yes,Travel_Frequently,429,Research & Development,1,Medical,1,Male,99,1,Research Scientist,Divorced,2342,11092,1,Y,Yes,12,80,3,6,2,5,3,2,3,Tech,College,High,High,Medium,Excellent,High,Good
1798,33,No,Travel_Rarely,867,Research & Development,8,Life Sciences,1,Male,90,1,Research Scientist,Married,3143,6076,6,Y,No,19,80,1,14,1,10,8,7,6,Tech,Master,Very High,Very High,Low,Excellent,Medium,Better
1799,28,No,Travel_Rarely,1181,Research & Development,1,Life Sciences,1,Male,82,1,Research Scientist,Married,2044,5531,1,Y,No,11,80,1,5,6,5,3,0,3,Tech,Bachelor,High,High,Very High,Excellent,High,Bestß
1802,40,No,Travel_Rarely,616,Research & Development,2,Life Sciences,1,Female,99,1,Laboratory Technician,Married,3377,25605,4,Y,No,17,80,1,7,5,4,3,0,2,Tech,College,High,High,Low,Excellent,Very High,Good
