EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritialStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1646,24,No,Travel_Frequently,567,Research & Development,2,Below College,Technical Degree,Low,Female,32,High,1,Research Scientist,Very High,Single,3760,17218,1,Yes,13,Excellent,3,0,6,2,Better,6,3,1,3
1647,27,No,Travel_Rarely,486,Research & Development,8,Bachelor,Medical,Medium,Female,86,Very High,1,Research Scientist,High,Married,3517,22490,7,No,17,Excellent,1,0,5,0,Better,3,2,0,2
1648,27,No,Travel_Frequently,591,Research & Development,2,Bachelor,Medical,Very High,Male,87,High,1,Research Scientist,Very High,Single,2580,6297,2,No,13,Excellent,3,0,6,0,Good,4,2,1,2
1649,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,Low,Male,73,High,1,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,Excellent,2,0,10,3,Bad,4,2,0,3
1651,36,No,Travel_Rarely,711,Research & Development,5,Master,Life Sciences,Medium,Female,42,High,3,Healthcare Representative,Low,Married,8008,22792,4,No,12,Excellent,3,2,9,6,Better,3,2,0,2
1658,34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,Life Sciences,Very High,Female,66,High,2,Research Scientist,Medium,Divorced,5433,19332,1,No,12,Excellent,3,1,11,2,Better,11,8,7,9
1659,36,No,Travel_Rarely,311,Research & Development,7,Bachelor,Life Sciences,Low,Male,77,High,1,Laboratory Technician,Medium,Single,2013,10950,2,No,11,Excellent,3,0,15,4,Better,4,3,1,3
1661,49,No,Travel_Rarely,465,Research & Development,6,Below College,Life Sciences,High,Female,41,Medium,4,Healthcare Representative,High,Married,13966,11652,2,Yes,19,Excellent,2,1,30,3,Better,15,11,2,12
1664,36,No,Travel_Rarely,1040,Research & Development,3,College,Life Sciences,Very High,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Outstanding,1,1,13,3,Better,5,4,0,4
1668,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,Life Sciences,Very High,Male,90,High,2,Research Scientist,Very High,Married,4735,9867,7,No,15,Excellent,4,2,19,4,Best,13,11,2,9
1671,32,No,Travel_Rarely,977,Research & Development,2,Bachelor,Medical,Very High,Male,45,High,2,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Excellent,3,2,10,4,Good,9,5,1,6
1674,49,No,Travel_Rarely,464,Research & Development,16,Bachelor,Medical,Very High,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Excellent,2,1,17,2,Good,2,2,2,2
1675,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,Medical,Very High,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Outstanding,2,0,4,3,Better,4,3,3,3
1682,36,No,Travel_Rarely,1351,Research & Development,26,Master,Life Sciences,Low,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,No,14,Excellent,2,2,10,2,Good,3,2,0,2
1684,23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,Medical,Very High,Male,93,Medium,1,Laboratory Technician,High,Single,3989,20586,1,Yes,11,Excellent,1,0,5,2,Better,5,4,1,2
1687,38,No,Travel_Rarely,1495,Research & Development,4,College,Medical,Very High,Female,87,High,1,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,4,1,7,5,Good,0,0,0,0
1689,53,No,Travel_Rarely,1395,Research & Development,24,Master,Medical,Medium,Male,48,Very High,3,Healthcare Representative,Very High,Married,7005,3458,3,No,15,Excellent,3,0,11,2,Better,4,3,1,2
1692,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,Life Sciences,Very High,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,1,0,1,2,Better,1,0,0,0
1693,26,No,Non-Travel,786,Research & Development,7,Bachelor,Medical,Very High,Male,76,High,1,Laboratory Technician,Very High,Single,2570,11925,1,No,20,Outstanding,3,0,7,5,Better,7,7,5,7
1694,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,Technical Degree,Low,Male,94,Medium,1,Research Scientist,Medium,Divorced,3537,23737,5,No,12,Excellent,4,1,8,1,Better,4,2,1,2
1696,34,No,Travel_Rarely,1157,Research & Development,5,College,Medical,Medium,Male,57,Medium,2,Laboratory Technician,Very High,Married,3986,11912,1,No,14,Excellent,3,1,15,3,Best,15,10,4,13
1697,60,No,Travel_Rarely,370,Research & Development,1,Master,Medical,High,Male,92,Low,3,Healthcare Representative,Very High,Divorced,10883,20467,3,No,20,Outstanding,3,1,19,2,Best,1,0,0,0
1698,33,No,Travel_Rarely,267,Research & Development,21,Bachelor,Medical,Medium,Male,79,Very High,1,Laboratory Technician,Medium,Married,2028,13637,1,No,18,Excellent,4,3,14,6,Better,14,11,2,13
1701,34,No,Travel_Rarely,678,Research & Development,19,Bachelor,Life Sciences,Medium,Female,35,Medium,1,Research Scientist,Very High,Married,2929,20338,1,No,12,Excellent,2,0,10,3,Better,10,9,8,7
1703,44,No,Travel_Rarely,921,Research & Development,2,Bachelor,Life Sciences,High,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,14810,1,Yes,19,Excellent,2,1,9,2,Better,8,7,6,7
1704,35,No,Travel_Frequently,146,Research & Development,2,Master,Medical,Low,Male,79,Medium,1,Research Scientist,Very High,Single,4930,13970,0,Yes,14,Excellent,3,0,6,2,Best,5,4,1,4
1707,24,No,Travel_Rarely,581,Research & Development,9,Bachelor,Medical,High,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,No,16,Excellent,4,1,5,1,Better,5,3,0,4
1709,29,No,Travel_Rarely,1082,Research & Development,9,Master,Medical,Very High,Female,43,High,1,Laboratory Technician,High,Married,2974,25412,9,No,17,Excellent,3,1,9,2,Better,5,3,1,2
1712,45,No,Non-Travel,1238,Research & Development,1,Below College,Life Sciences,High,Male,74,Medium,3,Healthcare Representative,High,Married,10748,3395,3,No,23,Outstanding,4,1,25,3,Good,23,15,14,4
1718,26,No,Travel_Rarely,390,Research & Development,17,Master,Medical,Very High,Male,62,Low,1,Laboratory Technician,High,Married,2305,6217,1,No,15,Excellent,3,3,3,3,Best,3,2,0,2
1720,32,No,Travel_Frequently,585,Research & Development,10,Bachelor,Life Sciences,Low,Male,56,High,1,Research Scientist,High,Married,3433,17360,6,No,13,Excellent,1,1,10,3,Good,5,2,1,3
1721,31,No,Travel_Rarely,741,Research & Development,2,Master,Life Sciences,Medium,Male,69,High,1,Laboratory Technician,High,Married,3477,18103,1,No,14,Excellent,4,1,6,2,Best,5,2,0,3
1725,24,No,Travel_Rarely,506,Research & Development,29,Below College,Medical,Medium,Male,91,High,1,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,Excellent,2,3,6,2,Best,6,2,1,2
1727,46,No,Travel_Rarely,717,Research & Development,13,Master,Life Sciences,High,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,No,14,Excellent,4,0,19,3,Better,10,7,0,9
1729,30,No,Travel_Rarely,793,Research & Development,16,Below College,Life Sciences,Medium,Male,33,High,1,Research Scientist,Very High,Married,2862,3811,1,No,12,Excellent,2,1,10,2,Good,10,0,0,8
1735,23,No,Travel_Rarely,160,Research & Development,4,Below College,Medical,High,Female,51,High,1,Laboratory Technician,Medium,Single,3295,12862,1,No,13,Excellent,3,0,3,3,Bad,3,2,1,2
1737,39,No,Non-Travel,792,Research & Development,1,Bachelor,Life Sciences,Very High,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,Excellent,4,1,9,2,Better,9,8,5,8
1745,30,No,Travel_Frequently,1312,Research & Development,2,Master,Technical Degree,Very High,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,No,16,Excellent,4,0,10,2,Better,9,7,0,7
1751,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,Medical,High,Female,67,High,1,Research Scientist,Very High,Single,3445,6152,1,No,11,Excellent,3,0,6,5,Good,6,2,1,4
1753,29,No,Travel_Frequently,461,Research & Development,1,Bachelor,Life Sciences,Very High,Male,70,Very High,2,Healthcare Representative,High,Single,6294,23060,8,Yes,12,Excellent,4,0,10,5,Best,3,2,0,2
1755,34,No,Travel_Rarely,181,Research & Development,2,Master,Medical,Very High,Male,97,Very High,1,Research Scientist,Very High,Married,2932,5586,0,Yes,14,Excellent,1,3,6,3,Better,5,0,1,2
1760,38,No,Travel_Frequently,594,Research & Development,2,College,Medical,High,Female,75,Medium,1,Laboratory Technician,Medium,Married,2468,15963,4,No,14,Excellent,2,1,9,4,Good,6,1,0,5
1762,29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,Very High,Female,91,Medium,1,Research Scientist,Low,Divorced,2109,10007,1,No,13,Excellent,3,1,1,2,Better,1,0,0,0
1763,30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,High,Male,58,Very High,2,Healthcare Representative,High,Married,5294,9128,3,No,16,Excellent,3,1,10,3,Better,7,0,1,7
1764,32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,Medium,Male,65,High,1,Research Scientist,Medium,Single,2718,17674,2,No,14,Excellent,2,0,12,3,Better,7,7,0,7
1766,38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,Medium,Male,60,Low,2,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,Excellent,3,1,15,2,Better,1,0,1,0
1767,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,High,Male,38,Medium,1,Research Scientist,High,Married,2437,15587,9,Yes,16,Excellent,4,1,6,4,Better,1,0,0,0
1768,42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,Medium,Male,57,High,1,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Outstanding,2,3,7,6,Good,5,3,0,4
1771,33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,90,High,2,Research Scientist,Medium,Divorced,3055,6194,5,No,15,Excellent,4,2,11,2,Good,9,8,1,7
1772,41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,High,Male,94,High,1,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Outstanding,2,2,5,2,Better,5,3,0,4
1782,38,No,Travel_Rarely,1153,Research & Development,6,College,Other,Very High,Female,40,Medium,1,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,2,1,5,3,Better,5,4,0,4
1783,22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,High,Female,79,High,1,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,Excellent,3,0,1,6,Better,1,0,0,0
1790,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Very High,Male,90,High,3,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,Excellent,4,1,15,1,Better,12,8,5,7
1792,44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,High,Male,99,High,1,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,Excellent,3,3,6,2,Good,5,3,2,3
1798,33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,Very High,Male,90,Very High,1,Research Scientist,Low,Married,3143,6076,6,No,19,Excellent,2,1,14,1,Better,10,8,7,6
1799,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,High,Male,82,High,1,Research Scientist,Very High,Married,2044,5531,1,No,11,Excellent,3,1,5,6,Best,5,3,0,3
1802,40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,High,Female,99,High,1,Laboratory Technician,Low,Married,3377,25605,4,No,17,Excellent,4,1,7,5,Good,4,3,0,2
1803,42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,Medium,Male,95,Very High,2,Healthcare Representative,Low,Married,5538,5696,5,No,18,Excellent,3,2,10,2,Good,0,0,0,0
1807,34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,Very High,Male,93,High,2,Laboratory Technician,Low,Married,5346,6208,4,No,17,Excellent,3,1,11,3,Good,7,1,0,7
1813,43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,Low,Male,52,High,1,Research Scientist,High,Single,2438,24978,4,No,13,Excellent,3,0,7,2,Good,3,2,1,2
1814,41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,Medium,Male,85,Very High,2,Healthcare Representative,Medium,Single,6870,15530,3,No,12,Excellent,1,0,11,3,Bad,3,2,1,2
1821,46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,Very High,Female,66,High,2,Healthcare Representative,Medium,Married,8926,10842,4,No,22,Outstanding,4,1,13,2,Best,9,7,3,7
1822,40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,High,Female,52,High,2,Healthcare Representative,Very High,Divorced,6513,9060,4,No,17,Excellent,4,1,12,3,Better,5,3,0,3
1826,35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,Medium,Male,91,Low,1,Laboratory Technician,High,Married,2705,9696,0,No,16,Excellent,2,1,6,2,Best,5,4,0,3
1829,40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,Medium,Female,47,High,2,Healthcare Representative,Low,Divorced,4448,10748,2,No,12,Excellent,2,1,15,3,Better,7,4,7,7
1830,54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,Very High,Female,68,High,2,Research Scientist,Very High,Married,6854,15696,4,No,15,Excellent,2,1,14,2,Good,7,1,1,7
1834,28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,High,Female,67,High,1,Research Scientist,Low,Married,3591,12719,1,No,25,Outstanding,3,1,3,3,Better,3,2,1,2
1839,18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,Medium,Female,33,High,1,Research Scientist,High,Single,1514,8018,1,No,16,Excellent,3,0,0,4,Bad,0,0,0,0
1847,36,No,Travel_Rarely,430,Research & Development,2,Master,Other,Very High,Female,73,High,2,Research Scientist,Medium,Married,6962,19573,4,Yes,22,Outstanding,4,1,15,2,Better,1,0,0,0
1850,27,No,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,Very High,Female,53,High,1,Laboratory Technician,Very High,Single,2379,19826,0,Yes,14,Excellent,3,0,6,3,Good,5,4,0,2
1852,29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,Very High,Male,40,High,1,Laboratory Technician,Very High,Married,3812,7003,1,No,13,Excellent,2,0,11,3,Best,11,8,3,10
1854,42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,High,Male,38,High,1,Research Scientist,High,Married,2936,6161,3,No,22,Outstanding,2,2,10,1,Good,6,3,3,3
1856,47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,Medium,Female,64,High,1,Laboratory Technician,High,Single,2105,5411,4,No,12,Excellent,3,0,7,2,Better,2,2,2,0
1859,29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,Very High,Male,93,Low,2,Healthcare Representative,High,Divorced,6384,21143,8,No,17,Excellent,4,2,11,3,Better,7,0,1,6
1860,42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,Very High,Male,81,High,1,Laboratory Technician,High,Single,3968,13624,4,No,13,Excellent,4,0,8,3,Better,0,0,0,0
1868,29,Yes,Travel_Frequently,459,Research & Development,24,College,Life Sciences,Very High,Male,73,Medium,1,Research Scientist,Very High,Single,2439,14753,1,Yes,24,Outstanding,2,0,1,3,Good,1,0,1,0
1870,27,No,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,Very High,Female,77,Medium,1,Research Scientist,Low,Married,4774,23844,0,No,19,Excellent,4,1,8,2,Good,7,6,7,3
1871,39,No,Travel_Rarely,835,Research & Development,19,Master,Other,Very High,Male,41,High,2,Research Scientist,Very High,Divorced,3902,5141,8,No,14,Excellent,2,3,7,2,Better,2,2,2,2
1873,55,No,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,Medium,Male,98,Medium,1,Research Scientist,Very High,Married,2662,7975,8,No,20,Outstanding,2,1,19,2,Best,5,2,0,4
1878,22,Yes,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,Very High,Male,75,High,1,Research Scientist,Medium,Single,2472,26092,1,Yes,23,Outstanding,1,0,1,2,Better,1,0,0,0
1881,31,No,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,Medium,Male,89,High,2,Laboratory Technician,High,Divorced,4197,18624,1,No,11,Excellent,1,1,10,2,Better,10,8,0,2
1883,29,No,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,Very High,Male,59,High,1,Laboratory Technician,Low,Single,2062,19384,3,No,14,Excellent,2,0,11,2,Better,3,2,1,2
1885,37,No,Travel_Rarely,783,Research & Development,7,Master,Medical,Very High,Male,78,High,2,Research Scientist,Low,Married,4284,13588,5,Yes,22,Outstanding,3,1,16,2,Better,5,3,0,4
1893,26,No,Travel_Rarely,482,Research & Development,1,College,Life Sciences,Medium,Female,90,Medium,1,Research Scientist,High,Married,2933,14908,1,Yes,13,Excellent,3,1,1,3,Good,1,0,1,0
1903,44,No,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,Medium,Male,78,Very High,2,Healthcare Representative,Low,Married,5033,9364,2,No,15,Excellent,4,1,10,5,Better,2,0,2,2
1905,34,Yes,Non-Travel,967,Research & Development,16,Master,Technical Degree,Very High,Male,85,Low,1,Research Scientist,Low,Married,2307,14460,1,Yes,23,Outstanding,2,1,5,2,Better,5,2,3,0
1907,56,Yes,Travel_Rarely,1162,Research & Development,24,College,Life Sciences,Low,Male,97,High,1,Laboratory Technician,Very High,Single,2587,10261,1,No,16,Excellent,4,0,5,3,Better,4,2,1,0
1916,31,No,Travel_Rarely,471,Research & Development,4,Bachelor,Medical,Low,Female,62,Very High,1,Laboratory Technician,High,Divorced,3978,16031,8,No,12,Excellent,2,1,4,0,Good,2,2,2,2
1918,26,No,Travel_Frequently,1096,Research & Development,6,Bachelor,Other,High,Male,61,Very High,1,Laboratory Technician,Very High,Married,2544,7102,0,No,18,Excellent,1,1,8,3,Better,7,7,7,7
1922,45,No,Travel_Frequently,1297,Research & Development,1,Master,Medical,Medium,Male,44,High,2,Healthcare Representative,High,Single,5399,14511,4,No,12,Excellent,3,0,12,3,Better,4,2,0,3
1931,27,No,Travel_Rarely,1354,Research & Development,2,Master,Technical Degree,Medium,Male,41,High,1,Research Scientist,Medium,Married,2226,6073,1,No,11,Excellent,3,1,6,3,Good,5,3,1,2
1932,34,No,Travel_Frequently,735,Research & Development,22,Master,Other,High,Male,86,Medium,2,Research Scientist,Very High,Married,5747,26496,1,Yes,15,Excellent,2,0,16,3,Better,15,10,6,11
1934,47,No,Non-Travel,1169,Research & Development,14,Master,Technical Degree,High,Male,64,High,2,Research Scientist,Medium,Married,5467,2125,8,No,18,Excellent,3,1,16,4,Best,8,7,1,7
1937,38,No,Travel_Frequently,1394,Research & Development,8,Bachelor,Medical,Very High,Female,58,Medium,2,Research Scientist,Medium,Divorced,2133,18115,1,Yes,16,Excellent,3,1,20,3,Better,20,11,0,7
1939,32,Yes,Travel_Frequently,238,Research & Development,5,College,Life Sciences,Low,Female,47,Very High,1,Research Scientist,High,Single,2432,15318,3,Yes,14,Excellent,1,0,8,2,Better,4,1,0,3
1940,38,No,Travel_Rarely,1206,Research & Development,9,College,Life Sciences,Medium,Male,71,High,1,Research Scientist,Very High,Divorced,4771,14293,2,No,19,Excellent,4,2,10,0,Best,5,2,0,3
1947,28,No,Non-Travel,1103,Research & Development,16,Bachelor,Medical,High,Male,49,High,1,Research Scientist,High,Single,2144,2122,1,No,14,Excellent,3,0,5,3,Good,5,3,1,4
1948,31,No,Non-Travel,976,Research & Development,3,College,Medical,High,Male,48,High,1,Research Scientist,Low,Divorced,3065,3995,1,Yes,13,Excellent,4,1,4,3,Best,4,2,2,3
1949,36,No,Non-Travel,1351,Research & Development,9,Master,Life Sciences,Low,Male,66,Very High,1,Laboratory Technician,Medium,Married,2810,9238,1,No,22,Outstanding,2,0,5,3,Better,5,4,0,2
1952,26,No,Travel_Rarely,157,Research & Development,1,Bachelor,Medical,High,Male,95,High,1,Laboratory Technician,Low,Single,2867,20006,0,No,13,Excellent,4,0,8,6,Good,7,7,7,6
1954,29,No,Travel_Rarely,136,Research & Development,1,Bachelor,Life Sciences,Low,Male,89,High,2,Healthcare Representative,Low,Married,5373,6225,0,No,12,Excellent,1,1,6,5,Good,5,3,0,2
1955,32,No,Non-Travel,1146,Research & Development,15,Master,Medical,High,Female,34,High,2,Healthcare Representative,Very High,Divorced,6667,16542,5,No,18,Excellent,2,1,9,6,Better,5,1,1,2
1956,31,No,Travel_Frequently,1125,Research & Development,1,Bachelor,Life Sciences,Very High,Male,48,Low,2,Research Scientist,Low,Married,5003,5771,1,No,21,Outstanding,2,0,10,6,Better,10,8,8,7
1960,28,Yes,Travel_Rarely,1404,Research & Development,17,Bachelor,Technical Degree,High,Male,32,Medium,1,Laboratory Technician,Very High,Divorced,2367,18779,5,No,12,Excellent,1,1,6,2,Good,4,1,0,3
1969,54,No,Travel_Rarely,155,Research & Development,9,College,Life Sciences,Low,Female,67,High,2,Research Scientist,High,Married,2897,22474,3,No,11,Excellent,3,2,9,6,Good,4,3,2,3
1970,33,No,Travel_Frequently,1303,Research & Development,7,College,Life Sciences,Very High,Male,36,High,2,Healthcare Representative,High,Divorced,5968,18079,1,No,20,Outstanding,3,3,9,2,Better,9,7,2,8
1971,43,No,Travel_Rarely,574,Research & Development,11,Bachelor,Life Sciences,Low,Male,30,High,3,Healthcare Representative,High,Married,7510,16873,1,No,17,Excellent,2,1,10,1,Better,10,9,0,9
1974,31,No,Travel_Rarely,1276,Research & Development,2,Below College,Medical,Very High,Female,59,Low,1,Laboratory Technician,Very High,Divorced,1129,17536,1,Yes,11,Excellent,3,3,1,4,Better,1,0,0,0
1976,42,No,Non-Travel,335,Research & Development,23,College,Life Sciences,Very High,Male,37,Medium,2,Research Scientist,High,Single,4332,14811,1,No,12,Excellent,4,0,20,2,Better,20,9,3,7
1981,24,No,Travel_Rarely,771,Research & Development,1,College,Life Sciences,Medium,Male,45,Medium,2,Healthcare Representative,High,Single,4617,14120,1,No,12,Excellent,2,0,4,2,Good,4,3,1,2
1982,23,No,Travel_Rarely,571,Research & Development,12,College,Other,Very High,Male,78,High,1,Laboratory Technician,Very High,Single,2647,13672,1,No,13,Excellent,3,0,5,6,Best,5,2,1,4
1985,40,No,Travel_Frequently,692,Research & Development,11,Bachelor,Technical Degree,Very High,Female,73,High,2,Laboratory Technician,High,Married,6323,26849,1,No,11,Excellent,1,1,10,2,Best,10,9,9,4
1989,30,No,Travel_Rarely,911,Research & Development,1,College,Medical,Very High,Male,76,High,1,Laboratory Technician,Medium,Married,3748,4077,1,No,13,Excellent,3,0,12,6,Good,12,8,1,7
1992,25,No,Travel_Rarely,977,Research & Development,2,Below College,Other,Very High,Male,57,High,1,Laboratory Technician,High,Divorced,3977,7298,6,Yes,19,Excellent,3,1,7,2,Good,2,2,0,2
1993,47,No,Travel_Rarely,1180,Research & Development,25,Bachelor,Medical,Low,Male,84,High,3,Healthcare Representative,High,Single,8633,13084,2,No,23,Outstanding,2,0,25,3,Better,17,14,12,11
1994,33,No,Non-Travel,1313,Research & Development,1,College,Medical,Medium,Male,59,Medium,1,Laboratory Technician,High,Divorced,2008,20439,1,No,12,Excellent,3,3,1,2,Good,1,1,0,0
1998,42,No,Travel_Rarely,557,Research & Development,18,Master,Life Sciences,Very High,Male,35,High,2,Research Scientist,Low,Divorced,5410,11189,6,Yes,17,Excellent,3,1,9,3,Good,4,3,1,2
1999,41,No,Travel_Rarely,642,Research & Development,1,Bachelor,Life Sciences,Very High,Male,76,High,1,Research Scientist,Very High,Married,2782,21412,3,No,22,Outstanding,1,1,12,3,Better,5,3,1,0
2003,35,No,Travel_Rarely,1490,Research & Development,11,Master,Medical,Very High,Male,43,High,1,Laboratory Technician,High,Married,2660,20232,7,Yes,11,Excellent,3,1,5,3,Better,2,2,2,2
2007,22,No,Travel_Rarely,581,Research & Development,1,College,Life Sciences,Very High,Male,63,High,1,Research Scientist,High,Single,3375,17624,0,No,12,Excellent,4,0,4,2,Best,3,2,1,2
2008,35,No,Travel_Rarely,1395,Research & Development,9,Master,Medical,Medium,Male,48,High,2,Research Scientist,High,Single,5098,18698,1,No,19,Excellent,2,0,10,5,Better,10,7,0,8
2009,33,No,Travel_Rarely,501,Research & Development,15,College,Medical,Medium,Female,95,High,2,Healthcare Representative,Very High,Married,4878,21653,0,Yes,13,Excellent,1,1,10,6,Better,9,7,8,1
2010,32,No,Travel_Rarely,267,Research & Development,29,Master,Life Sciences,High,Female,49,Medium,1,Laboratory Technician,Medium,Single,2837,15919,1,No,13,Excellent,3,0,6,3,Better,6,2,4,1
2012,40,No,Travel_Rarely,543,Research & Development,1,Master,Life Sciences,Low,Male,83,High,1,Laboratory Technician,Very High,Married,2406,4060,8,No,19,Excellent,3,2,8,3,Good,1,0,0,0
2014,39,No,Travel_Rarely,116,Research & Development,24,Below College,Life Sciences,Low,Male,52,High,2,Research Scientist,Very High,Single,4108,5340,7,No,13,Excellent,1,0,18,2,Better,7,7,1,7
2020,44,No,Travel_Rarely,1037,Research & Development,1,Bachelor,Medical,Medium,Male,42,High,1,Research Scientist,Very High,Single,2436,13422,6,Yes,12,Excellent,3,0,6,2,Better,4,3,1,2
2026,56,No,Non-Travel,667,Research & Development,1,Master,Life Sciences,High,Male,57,High,2,Healthcare Representative,High,Divorced,6306,26236,1,No,21,Outstanding,1,1,13,2,Good,13,12,1,9
2027,29,Yes,Travel_Rarely,1092,Research & Development,1,Master,Medical,Low,Male,36,High,1,Research Scientist,Very High,Married,4787,26124,9,Yes,14,Excellent,2,3,4,3,Best,2,2,2,2
2032,56,Yes,Travel_Rarely,310,Research & Development,7,College,Technical Degree,Very High,Male,72,High,1,Laboratory Technician,High,Married,2339,3666,8,No,11,Excellent,4,1,14,4,Bad,10,9,9,8
2038,32,No,Travel_Rarely,529,Research & Development,2,Bachelor,Technical Degree,Very High,Male,78,High,1,Research Scientist,Low,Single,2439,11288,1,No,14,Excellent,4,0,4,4,Better,4,2,1,2
2048,40,No,Travel_Rarely,1322,Research & Development,2,Master,Life Sciences,High,Male,52,Medium,1,Research Scientist,High,Single,2809,2725,2,No,14,Excellent,4,0,8,2,Better,2,2,2,2
2049,35,No,Travel_Frequently,1199,Research & Development,18,Master,Life Sciences,High,Male,80,High,2,Healthcare Representative,High,Married,5689,24594,1,Yes,14,Excellent,4,2,10,2,Best,10,2,0,2
2051,40,No,Travel_Rarely,1194,Research & Development,2,Master,Medical,High,Female,98,High,1,Research Scientist,High,Married,2001,12549,2,No,14,Excellent,2,3,20,2,Better,5,3,0,2
2052,35,No,Travel_Rarely,287,Research & Development,1,Master,Life Sciences,High,Female,62,Low,1,Research Scientist,Very High,Married,2977,8952,1,No,12,Excellent,4,1,4,5,Better,4,3,1,1
2053,29,No,Travel_Rarely,1378,Research & Development,13,College,Other,Very High,Male,46,Medium,2,Laboratory Technician,Medium,Married,4025,23679,4,Yes,13,Excellent,1,1,10,2,Better,4,3,0,3
2054,29,No,Travel_Rarely,468,Research & Development,28,Master,Medical,Very High,Female,73,Medium,1,Research Scientist,Low,Single,3785,8489,1,No,14,Excellent,2,0,5,3,Bad,5,4,0,4
